Date,spread,zscore,rolling_mean,rolling_std,rolling_min,rolling_max
2025-05-28,-57.13880920410158,0.45093173401222275,-57.74837989807129,1.3518026077827392,-60.531959533691406,-55.24192810058594
2025-05-29,-58.01869201660156,-0.33385205678202046,-57.6227165222168,1.1860807394794801,-59.795623779296875,-55.24192810058594
2025-05-30,-56.96588134765625,0.47850496777472473,-57.48122940063477,1.0769962438950846,-59.70376586914064,-55.24192810058594
2025-06-02,-56.53990173339842,0.8126246152827445,-57.3263557434082,0.9677949636513759,-59.70376586914064,-55.24192810058594
2025-06-03,-58.27372741699219,-0.9433118769334369,-57.34598579406738,0.9834940549468674,-59.70376586914064,-55.24192810058594
2025-06-04,-57.96152496337889,-0.5621005496694592,-57.41161460876465,0.9783131415502319,-59.70376586914064,-55.24192810058594
2025-06-05,-57.80049133300783,-0.36265838723941324,-57.44522666931152,0.9796124292081272,-59.70376586914064,-55.24192810058594
2025-06-06,-57.70632171630861,-0.2749636832845625,-57.43771896362305,0.9768662882202526,-59.70376586914064,-55.24192810058594
2025-06-09,-57.22671508789064,0.20019623077919274,-57.42244682312012,0.9776994025694845,-59.70376586914064,-55.24192810058594
2025-06-10,-58.49310302734375,-1.316356532433916,-57.36191368103027,0.8593335608111663,-58.93250274658203,-55.24192810058594
2025-06-11,-56.874298095703125,0.4925681766521396,-57.259003448486325,0.7810195035293278,-58.49310302734375,-55.24192810058594
